,compactness,circularity,distance_circularity,radius_ratio,pr.axis_aspect_ratio,max.length_aspect_ratio,scatter_ratio,elongatedness,pr.axis_rectangularity,max.length_rectangularity,scaled_variance,scaled_variance.1,scaled_radius_of_gyration,scaled_radius_of_gyration.1,skewness_about,skewness_about.1,skewness_about.2,hollows_ratio
0,0.17225234472661824,0.5242732814234955,0.054412782734017714,0.3205143098017915,1.923744940229351,0.9175108850982858,-0.21024900629219204,0.14354125009204774,-0.22654198954670332,0.7630459106085108,-0.3939961188111572,-0.34518664895754403,0.297468199415102,-0.32389666206613843,-0.038246141825584314,0.3794901168412464,-0.32476979941507916,0.1767588152568212
1,-0.3243475001767158,-0.6219576999753192,0.11880520247602155,-0.8528325264094402,-0.7436876403388059,0.429012948238491,-0.6070564612032944,0.5321062988983801,-0.6184114310391918,-0.34226602760925073,-0.5921519150335333,-0.6269966443367079,-0.5059924189386458,-0.0007948384345182635,0.609547885345249,0.15518952433529706,0.002617487534034523,0.4491851978232584
2,1.2896019957591198,0.8517678475374426,1.5354384368001062,1.3035886860868775,0.8567719080020882,0.9175108850982858,1.1633152607077777,-1.1516755792623934,0.9490663349307622,0.6939639144699007,1.1582242849307882,1.1271267962887,1.4099521325202913,0.1607560733812918,1.6892045972966379,-0.4055619569295763,-0.16107615594052233,0.04054562397360258
3,-0.07604757772504878,-0.6219576999753192,-0.00997963700798613,-0.28201514663100313,0.3232853918884569,0.429012948238491,-0.7596747130921799,0.6616279818338242,-0.6184114310391918,-0.34226602760925073,-0.9224115754041599,-0.7477723566420638,-1.4639646946681142,-1.454753044776809,-0.038246141825584314,-0.2934116606766016,1.639553922279603,1.5388907280890072
5,1.6620518794366204,-0.1307158508043986,1.5354384368001062,0.13024184987564585,-1.9884895112706125,-1.0364808623408934,2.6284504788410787,-1.928805676875058,2.908413542393205,1.4538658719946116,3.0407043490433603,2.9790210516374906,2.7696547174266337,2.099367015171013,-0.25417748421586206,-0.4055619569295763,-1.3069316602624204,-1.7302258627082392
6,0.42055226717828526,-0.29446313386137213,-0.5895114146860208,0.16195392653000346,0.6789430692975444,-1.0364808623408934,-0.484961859692186,0.14354125009204774,-0.6184114310391918,-0.34226602760925073,-0.3939961188111572,-0.4487086880764205,-0.07335977828662772,-0.9701003093293787,1.47327325490636,-1.3027643269533737,1.8032475657541598,1.1302511542393514
7,-0.4484974614025493,-0.29446313386137213,-1.0402583528800478,-0.3454392999397184,0.6789430692975444,0.429012948238491,-0.9733402657366197,0.9206713477047125,-1.0102808725316803,-0.13502003919342043,-0.8563596433300346,-0.9088066397158717,-0.3205784300877809,-0.8085493975135686,-0.6860401689964176,-1.0784637344474244,0.6573920614322619,0.8578247716729142
8,-0.9450973063058834,-1.7681886813741339,-1.297828031848063,-0.8845446030637978,-0.032372285520630706,-0.5479829254810986,-1.4311950214032763,1.697801445317377,-1.402150314024169,-1.4475779658270123,-1.5499049301083507,-1.2423776546544738,-1.9274996667952764,-1.2932021329609988,-0.9019715113866954,0.15518952433529706,1.8032475657541598,1.675103919372226
9,-0.07604757772504878,-0.1307158508043986,1.0202990788640753,-0.02831853339614222,0.14545655318391307,1.4060088219580806,0.4307476516411272,-0.633588847520617,0.5571968934382737,-0.13502003919342043,0.4646789981524722,0.3794676248745916,-0.6914064077895107,-1.2932021329609988,-0.47010882660613984,0.15518952433529706,0.9847793483813756,1.1302511542393514
10,-0.9450973063058834,-1.4406941152601869,-0.7826886739120322,-0.789408373100725,-0.032372285520630706,0.429012948238491,-1.095434867247728,1.1797147135756008,-1.0102808725316803,-1.2403319774111818,-1.1535933376635985,-0.9950750056482688,-1.4639646946681142,-0.9701003093293787,-0.9019715113866954,-0.2934116606766016,0.8210857049068188,0.8578247716729142
11,-0.4484974614025493,-1.7681886813741339,-1.0402583528800478,-1.0113929096812282,-1.0993453177478933,-1.0364808623408934,-1.4006713710254992,1.697801445317377,-1.402150314024169,-2.069315931074503,-1.318723167848912,-1.2366264302589807,-1.7420856779444116,-1.1316512211451888,-0.25417748421586206,1.5009930793709931,1.1484729918559324,0.8578247716729142
12,-0.6967973838542163,0.19677871530954846,-0.5251189949440169,0.09852977322128824,1.2124295854111757,-1.0364808623408934,-0.5154855100699631,0.27306293302749185,-0.6184114310391918,0.0031439530837997537,-0.2618922546629065,-0.5177233808223382,0.5446868512162552,-0.16234575025032832,-0.25417748421586206,-0.18126136442362695,0.002617487534034523,-0.09566756730961602
13,-0.5726474226283829,-0.4582104169183457,0.1831976222180254,-0.7576962964463674,-0.565858801634262,0.9175108850982858,-0.5154855100699631,0.402584615962936,-0.6184114310391918,-0.27318403147064063,-0.4930740169223452,-0.5407282784043108,-0.4132854245132133,-0.0007948384345182635,0.3936165429549712,0.0430392280823224,-0.32476979941507916,0.1767588152568212
14,0.04810238350078474,0.6880205644804691,-0.20315689623399766,1.113316226160732,1.7459161015248073,-1.5249787992006882,0.15603479824113325,-0.5040671645851729,0.16532745194578521,0.4176359299154603,0.2665232019300962,0.14941864905486604,0.9773194918682733,-0.16234575025032832,-0.038246141825584314,-1.190614030700399,1.3121666353304893,0.4491851978232584
15,0.29640230595245176,1.6705042628223103,1.3422611775740947,1.0498920728520167,0.6789430692975444,0.429012948238491,1.0717443095744466,-1.1516755792623934,0.9490663349307622,1.2466198835787814,1.290328149079039,1.0638633279382752,2.213412750874039,0.3223069851971019,-0.038246141825584314,-1.190614030700399,-0.488463442889636,-0.23188075859283463
16,-0.5726474226283829,-1.4406941152601869,-2.006144649010105,-1.867618979348884,-1.6328318338615249,-1.0364808623408934,-1.5532896229143847,2.0863664941237094,-1.402150314024169,-1.309413973549792,-1.6820087942566013,-1.3401484693778571,-1.5257693576184026,1.2916124560919624,-0.9019715113866954,0.15518952433529706,-1.3069316602624204,-1.4577994801418022
17,0.6688521896299523,-0.6219576999753192,-0.33194173571800534,0.9230437662345863,1.3902584241157196,-1.0364808623408934,0.24760574937446456,-0.633588847520617,0.16532745194578521,-0.618594012163691,0.4646789981524722,0.2644431369647288,-0.7223087392646548,-0.0007948384345182635,-0.47010882660613984,-0.2934116606766016,1.475860278805046,0.4491851978232584
18,1.2896019957591198,1.5067569797653368,1.149083918348083,0.5742109230366524,-0.032372285520630706,0.9175108850982858,1.4380281141077718,-1.2811972621978376,1.3409357764232508,1.730193856549052,1.2242762170049135,1.42043924045885,1.4099521325202913,0.3223069851971019,-0.25417748421586206,-0.18126136442362695,-0.6521570863641929,-0.09566756730961602
19,0.9171521120816194,1.8342515458792839,1.149083918348083,1.4938611460130233,-0.032372285520630706,0.9175108850982858,1.193838911085555,-1.1516755792623934,1.3409357764232508,1.4538658719946116,1.290328149079039,1.2191463866165901,1.5026591269457237,0.3223069851971019,-0.038246141825584314,-0.854163141941475,-0.488463442889636,-0.3680939498760532
20,-1.1933972287575505,0.360525998366522,-0.46072657520201304,-0.47228760655714885,0.5011142305930006,-1.0364808623408934,-0.45443820931440887,0.27306293302749185,-0.6184114310391918,-0.20410203533203053,-0.42702208484821985,-0.4889672588448725,0.297468199415102,0.48385789701291193,-1.3338341961672509,-1.0784637344474244,-0.6521570863641929,-0.5043071411592719
21,-1.1933972287575505,-1.2769468322032134,-1.8773598095260977,-1.4870740594965925,-0.3880299629297183,-1.5249787992006882,-1.4006713710254992,1.8273231282528213,-1.402150314024169,-1.5857419581042325,-1.5499049301083507,-1.25388010344546,-1.2785507058172494,1.6147142797235825,0.17768520056469345,-1.3027643269533737,-1.634318947211534,-1.7302258627082392
22,0.04810238350078474,-0.29446313386137213,-1.1690431923640554,0.16195392653000346,1.3902584241157196,-0.5479829254810986,-0.5765328108255173,0.27306293302749185,-0.6184114310391918,-0.4113480237478608,-0.6251778810705959,-0.546479502799804,0.08115187908909301,-0.6469984856977585,0.609547885345249,-1.3027643269533737,1.639553922279603,1.4026775368057887
23,-0.8209473450800499,-0.9494522660892663,-0.7826886739120322,-0.6308479898289369,-0.032372285520630706,-0.5479829254810986,-0.7901983634699571,0.6616279818338242,-1.0102808725316803,-0.8258400005795213,-0.7903077112559093,-0.75927480543305,-1.0313320540160962,-0.4854475738819485,-1.117902853776973,-1.190614030700399,0.4936984179577051,0.4491851978232584
24,0.6688521896299523,1.3430096967083631,1.4710460170581023,1.6207094526304537,0.8567719080020882,1.4060088219580806,1.0717443095744466,-1.1516755792623934,0.9490663349307622,1.1775378874401714,1.092172352856663,1.058112103542782,1.5335614584208679,-0.6469984856977585,-1.3338341961672509,-0.7420128456885003,0.33000477448314824,0.7216115803896956
25,-1.0692472675317168,0.033031432252574926,-0.13876447649199383,-0.4405755299027912,0.5011142305930006,0.429012948238491,-0.6681037619588487,0.5321062988983801,-0.6184114310391918,0.0031439530837997537,-0.6251778810705959,-0.6615039907096667,-0.011555115336339435,-0.16234575025032832,-1.117902853776973,-0.9663134381944497,-0.16107615594052233,0.4491851978232584
26,-1.317547189983384,-1.4406941152601869,-1.8129673897840939,-1.5504982128053078,-0.7436876403388059,-1.0364808623408934,-1.2480531191366138,1.5682797623819331,-1.0102808725316803,-1.5857419581042325,-1.4838529980342252,-1.1561092887220767,-1.0931367169663846,1.6147142797235825,-0.038246141825584314,-1.0784637344474244,-1.634318947211534,-1.7302258627082392
27,1.6620518794366204,1.5067569797653368,1.0202990788640753,1.113316226160732,0.6789430692975444,1.4060088219580806,1.4990754148633259,-1.2811972621978376,1.7328052179157394,1.3157018797173916,1.3563800811531643,1.4779514844137813,1.2863428066197147,-0.0007948384345182635,-1.117902853776973,1.7252936718769425,-0.32476979941507916,0.4491851978232584
28,1.041302073307453,0.033031432252574926,0.1831976222180254,0.7961954596171558,0.5011142305930006,-1.0364808623408934,0.7054605050411211,-1.0221538963269494,0.5571968934382737,-0.13502003919342043,0.9600684887084122,0.7532972105816458,-0.351480761562925,0.645408808828722,-0.038246141825584314,-0.6298625494355257,0.9847793483813756,-0.3680939498760532
29,-1.6899970736608845,-1.1131995491462399,-1.2334356121060592,-1.2333774462617315,-1.0993453177478933,-0.5479829254810986,-0.6986274123366257,0.6616279818338242,-0.6184114310391918,-1.2403319774111818,-0.6582038471076586,-0.7190162346645981,-0.5059924189386458,1.7762651915393926,0.609547885345249,0.8280913018531452,-1.4706253037369772,-1.4577994801418022
30,-0.5726474226283829,-0.29446313386137213,0.1831976222180254,-0.25030306997664553,0.5011142305930006,1.4060088219580806,-0.42391455893663177,0.27306293302749185,-0.6184114310391918,0.21038994149963003,-0.4930740169223452,-0.47746481005388625,-0.011555115336339435,-0.0007948384345182635,-0.25417748421586206,-0.4055619569295763,-0.6521570863641929,0.04054562397360258
31,-0.6967973838542163,-0.4582104169183457,-0.33194173571800534,-0.5357117598658641,-0.565858801634262,-0.059484988621303816,-0.8817693146032883,0.7911496647692683,-1.0102808725316803,-0.4113480237478608,-0.7572817452188466,-0.8397919469699541,-0.5059924189386458,-1.2932021329609988,0.8254792277355267,-0.18126136442362695,1.475860278805046,1.26646434552257
32,-0.07604757772504878,-1.6044413983171604,-1.0402583528800478,-0.4405755299027912,-0.3880299629297183,-1.0364808623408934,-0.8207220138477341,0.6616279818338242,-1.0102808725316803,-1.378495969688402,-0.8563596433300346,-0.7765284786195296,-1.6802810149941234,-1.2932021329609988,-0.25417748421586206,0.0430392280823224,1.3121666353304893,0.8578247716729142
33,0.9171521120816194,0.5242732814234955,1.59983085654211,1.7158456825935267,1.2124295854111757,0.9175108850982858,1.193838911085555,-1.1516755792623934,1.3409357764232508,0.4176359299154603,1.4554579792643523,1.1616341426616588,0.915514828917985,-0.32389666206613843,-0.25417748421586206,2.8467966344066893,0.16631113100859138,0.8578247716729142
34,-0.8209473450800499,-1.1131995491462399,0.1831976222180254,0.2888022331474339,-0.032372285520630706,-0.059484988621303816,-0.14920170553663784,-0.11550211577884051,-0.22654198954670332,-1.309413973549792,-0.06373645844053051,-0.21290848786120178,-1.3712577002426818,-1.454753044776809,-1.117902853776973,1.3888427831180186,1.475860278805046,1.26646434552257
35,0.7930021508557858,0.19677871530954846,-0.13876447649199383,0.13024184987564585,1.034600746706632,0.429012948238491,-0.36286725818107757,0.27306293302749185,-0.22654198954670332,0.14130794536101993,-0.5921519150335333,-0.43720623928543423,0.297468199415102,-0.8085493975135686,2.336998624467471,-0.6298625494355257,0.4936984179577051,0.585398389106477
36,-1.4416971512092174,-0.1307158508043986,-0.6539038344280246,-1.5822102894596655,-1.6328318338615249,-0.5479829254810986,-0.5154855100699631,0.402584615962936,-0.6184114310391918,-0.06593804305481034,-0.46004805088528256,-0.5694844003817765,0.08115187908909301,1.6147142797235825,-0.9019715113866954,-1.190614030700399,-1.4706253037369772,-1.4577994801418022
38,1.537901918210787,1.3430096967083631,1.0202990788640753,0.2570901564930763,-1.2771741564524373,0.9175108850982858,1.4380281141077718,-1.2811972621978376,1.3409357764232508,1.5920298642718318,1.5545358773755402,1.4491953624363156,1.3481474695700029,0.3223069851971019,-1.117902853776973,-0.4055619569295763,-0.32476979941507916,0.1767588152568212
39,-1.565847112435051,0.033031432252574926,-0.91147351339604,0.03510561991257301,2.101573778933895,-1.0364808623408934,-0.5460091604477402,0.402584615962936,-0.6184114310391918,-0.13502003919342043,-0.4930740169223452,-0.592489297963749,0.3592728623653903,0.48385789701291193,0.17768520056469345,-1.4149146232063483,-0.9795443733133066,-0.9129467150089277
